,user_name,post_message,timestamp_post,num_like_post,num_comment_post,num_share_post,label,id,num_word,num_char,num_hashtag,num_url,preprocess,NEG,POS,NEU
10,-5422169035344493568,"Có_thể dùng thuốc trị sốt_rét dự_phòng COVID-19 nhé mọi người .Bác_sĩ khuyến_cáo nên trữ một_ít thuốc này ở nhà , khi nào cảm_thấy không khoẻ , bất_an là kịp_thời uống mình tự xử_lý luôn .Chứ chờ vào bệnh_viện tình_hình đỉnh dịch chắc_chắn quá_tải : ) Phải tự cứu mình thôi ace ạ .",1584656280.0,374,71,25,1,,53,281,0,0,có_thể dùng thuốc trị sốt_rét dự_phòng covid nhé mọi người bác_sĩ khuyến_cáo nên trữ một_ít thuốc này ở nhà khi nào cảm_thấy không khoẻ bất_an là kịp_thời uống mình tự xử_lý luôn chứ chờ vào bệnh_viện tình_hình đỉnh dịch chắc_chắn quá_tải phải tự cứu mình thôi anh_chị_em ạ,0.030385879799723625,0.8429402112960815,0.12667393684387207
11,-8578563326025052160,Danh_Hài Thuý_Nga_Qua_Đời Để Lại_Gia_Tài_Triệu Đô_Tại_Mỹ,1593485100.0,unknown,unknown,unknown,1,,5,56,0,0,danh_hài thuý nga qua_đời để lại gia_tài triệu đô tại mỹ,0.007170500699430704,0.9460440874099731,0.0467853769659996
12,107031663370279008,"Quanh khu_vực Xuân_Mai mọi người cẩn_trọng chú_ý nhé .Một trường_hợp mắc_dịch Corona ở Thanh_Hoá ( Cầu Thiều - Triệu_Sơ ) đã đi chúc tết ở các nơi trong đó có Xuân_Mai .Tốc_độ lây_nhiễm cực_kì nguy_hiểm thì mọi người cũng biết rồi .Gia_đình được chúc tết chưa được nói rõ , ủ_bệnh từ 1-14 ngày tuỳ theo sức đầy kháng của cơ_thể .Tránh tụ_tập nơi đông người để bảo_vệ sức_khoẻ cho mình cũng như gia_đình và cộng_đồng .Thông_tin chính_xác của sở y_tế hà_nội .",1589980200.0,unknown,unknown,unknown,1,,83,457,0,0,quanh khu_vực xuân mai mọi người cẩn_trọng chú_ý nhé một trường_hợp mắc_dịch covid ở thanh_hoá cầu thiều triệu sơ đã đi chúc tết ở các nơi trong đó có xuân mai tốc_độ lây_nhiễm cực_kì nguy_hiểm thì mọi người cũng biết rồi gia_đình được chúc tết chưa được nói rõ ủ_bệnh từ 1 14 ngày tuỳ theo sức đầy kháng của cơ_thể tránh tụ_tập nơi đông người để bảo_vệ sức_khoẻ cho mình cũng như gia_đình và cộng_đồng thông_tin chính_xác của sở y_tế à nội,0.965106725692749,0.016469283029437065,0.01842408813536167
13,-8099271833473701888,Có 2 người chết ở nhà_máy giấy Lee & Man rùi .Nhưng báo chưa cập_nhật thui,1583760600.0,181,22,11,1,,16,74,0,0,có 2 người chết ở nhà_máy giấy lee man rồi nhưng báo chưa cập_nhật thui,0.8881857395172119,0.013029376044869423,0.09878482669591904
14,-9222677872199538688,"BAN MUỐN MÌNH LÀ NGƯỜI SỐNG_SÓT TRONG CON_SỐ 90% SAU KHI ĐÃ BỊ NHIỄM VŨ HÁN THÌ HÃY LÀM ĐÚNG SAU ĐÂY .Khi bạn biết mình bị lây_nhiễm con Vũ_Hán vì ho nhiều , đau ngực , khó thở , nhức đầu và tiêu_chảy - người bị nóng_sốt lâu không cảm_thấy giảm thì hãy làm đúng sau đây : ( 1 ) Uống thuốc Tylenol giúp hạ nhiệt và đắp khăn lạnh vào đầu .Tuyệt_đối không sợ_hãi , phải thật bình_tĩnh vì sống_chết có số mạng - mình cố_gắng hết_sức mình - càng sợ_hãi về tâm_lý thì cơ_hội mình càng ít hy_vọng hơn - nhớ thật kỹ là không gì sợ_hãi khi nhiễm_bệnh .( 2 ) Tự mình cách Iy với gia định , người_thân - tìm một nơi thoáng mát nằm nghỉ_ngơi - một nơi có cửa_sổ đưa nhiều không_khí vào ( 3 ) Mỗi ngày uống nhiều nước cỡ 3 lít - 1 ly nước cam và cố_gắng ăn_đủ bữa .Cổ gắng ăn để cơ_thể đủ sức chống lại Virus - nhịn_đói rất nguy_hại .Nếu khó ăn quá , ăn không nỗi thì uống 1 ly nước trà ẩm pha đường tạm_thời .",1582534740.0,unknown,unknown,unknown,1,,195,897,0,0,ban muốn mình là người sống_sót trống con_số 90 sau khi đã bị nhiễm vũ hán thì hãy làm đúng sau đây khi bạn biết mình bị lây_nhiễm con vũ hán vì ho nhiều đau ngực khó thở nhức đầu và tiêu_chảy người bị nóng_sốt lâu không cảm_thấy giảm thì hãy làm đúng sau đây 1 uống thuốc tylenol giúp hạ nhiệt và đắp khăn lạnh vào đầu tuyệt_đối không sợ_hãi phải thật bình_tĩnh vì sống_chết có số mạng mình cố_gắng hết_sức mình càng sợ_hãi về tâm_lý thì cơ_hội mình càng ít hy_vọng hơn nhớ thật kỹ là không gì sợ_hãi khi nhiễm_bệnh 2 tự mình cách iy với gia định người_thân tìm một nơi thoáng mát nằm nghỉ_ngơi một nơi có cửa_sổ đưa nhiều không_khí vào 3 mỗi ngày uống nhiều nước cỡ 3 lít 1 ly nước cam và cố_gắng ăn_đủ bữa cổ gắng ăn để cơ_thể đủ sức chống lại virus nhịn_đói rất nguy_hại nếu khó ăn quá ăn không nỗi thì uống 1 ly nước trà ẩm pha đường tạm_thời,0.0667489618062973,0.8348796963691711,0.09837131947278976
15,-1196254512357159936,"TIN NÓNG_HỔI TIN_VUI CHO CẢ NHÀ NHÉ .LÊN CẢ THỜI_SỰ HÀN_QUỐC RỒI .BÁC NÀO CHƯA KỊP MUA SÂM DÙNG GIÚP TĂNG ĐỀ_KHÁNG CORONA , THÌ HÃY MUA SỚM ĐI AH ...SÂM SẮP SẮP TĂNG_GIÁ CHÓNG_MẶT TV có nói trong tình_hình dịch_bệnh CORONA ( 코로나 ) hiện_nay , tuy nhân_sâm hàn_quốc ko thể chữa khỏi bệnh nhưng lại có khả_năng nâng cao sức đề_kháng phòng_chống bệnh ạ .. và sâm tốt nhất là sâm vùng kumsan ( 금산 ) e vân bán cho mn lâu_nay đó ạ .Ăn_SÂM có_thể đẩy_lùi đc 25% về bệnh đường hô_hấp và khoảng 69% về bệnh lây_nhiễm Xem thêm",1581480186.0,6,,25,1,,103,515,0,0,tin nóng_hổi tin_vui cho cả nhà nhé lên cả thời_sự hàn_quốc rồi bác nào chưa kịp mua sâm dùng giúp tăng đề_kháng covid thì hãy mua sớm đi à sâm sắp sắp tăng_giá chóng_mặt tv có nói trong tình_hình dịch_bệnh covid hiện_nay tuy nhân_sâm hàn_quốc không_thể chữa khỏi bệnh nhưng lại có khả_năng nâng cao sức đề_kháng phòng_chống bệnh ạ và sâm tốt nhất là sâm vùng kumsan e vân bán cho mọi người lâu_nay đó ạ ăn sâm có_thể đẩy_lùi được 25 về bệnh đường hô_hấp và khoảng 69 về bệnh lây_nhiễm xem thêm,0.0039597926661372185,0.9849708676338196,0.011069346219301224
16,1233504436021932032,"Sài_Gòn cũng đã có một khu_vực bị cách_ly ở đường Nguyễn_Hiến_Lê .Phường 13 , quận Tân_Bình .Mọi người nếu không thực_sự có nhu_cầu , nên hạn_chế đi qua tuyến đường đó .",1581740400.0,147,46,26,1,,32,169,0,0,sài_gòn cũng đã có một khu_vực bị cách_ly ở đường nguyễn_hiến lê_phường 13 quận tân_bình mọi người nếu không thực_sự có nhu_cầu nên hạn_chế đi qua tuyến đường đó,0.8808119297027588,0.015148703940212727,0.10403931140899658
17,2611131796942005760,Vatican xác_nhận Đức Giáo_hoàng Phanxicô và hai phụ_tá xét_nghiệm dương_tính CV 19 .,1583072040.0,316,25,34,1,,13,84,0,0,vatican xác_nhận đức giáo_hoàng phanxicô và hai phụ_tá xét_nghiệm dương_tính công_việc 19,0.22142817080020905,0.04642774537205696,0.7321440577507019
19,-4754275936642500608,Vụ bắt_cóc con_nít thôn 5 nông Sơn sao k thấy ai nói gì hh,1586996520.0,unknown,unknown,unknown,1,,14,58,0,0,vụ bắt_cóc con_nít thôn 5 nông sơn sao không thấy ai nói gì hh,0.2021872103214264,0.063568614423275,0.7342442274093628
21,-8994127762521150464,"DU_KHÁCH TRUNG_QUỐC ĐẦU_TIÊN CHẾT VÌ VIRUS CORONA Ở ĐÀ_NẴNG ==ĐÀ NẴNG , AN NAM== Theo một_số tin từ hiệp_hội du_lịch đà_nẵng cho biết thì hôm_qua nhân_viên một khách_sạn tại mỹ_khê , đà_nẵng phát_hiện một du_khách nam người tàu đã tử_vong trong phòng nghi là bị dính vi_khuẩn chết người corona .Theo chị N là lễ_tân khách_sạn cho biết thì vị khách nam này khoảng 50 tuổi ở cùng phòng với 2 người khác , cách đây 2 ngày vị khách này có biểu_hiện ho liên_tục và sốt cao có đi xuống ...",1580096700.0,unknown,unknown,unknown,1,,92,483,0,0,du_khách trung_quốc đầu_tiên chết vì virus covid ở đà_nẵng đà_nẵng ăn_nằm theo một_số tin từ hiệp_hội du_lịch đà_nẵng cho biết thì hôm_qua nhân_viên một khách_sạn tại mỹ khê đà_nẵng phát_hiện một du_khách nam người tàu đã tử_vong trong phòng nghi là bị dính vi_khuẩn chết người covid theo chị n là lễ_tân khách_sạn cho biết thì vị khách nam này khoảng 50 tuổi ở cùng phòng với 2 người khác cách đây 2 ngày vị khách này có biểu_hiện ho liên_tục và sốt cao có đi xuống,0.7081300020217896,0.042827874422073364,0.2490420937538147
22,-828327603080071936,"Thông_tin mới nhất về COVID-19 Đà_Lạt .Đà_Lạt có 3 ca nhiễm COVID-19 , trong đó 1 ca đã tử_vong lúc 4h sáng nay , 2 ca còn lại đang được cách_ly .Chính_quyền đang lên danh_sách những người tiếp_xúc với 3 bệnh_nhân đó .Dự_tính số người tiếp_xúc với bệnh_nhân khoảng 500 người .Bệnh_nhân tử_vong bên đường Đa_Phú , 2 bệnh_nhân còn lại ở chợ Đà_Lạt ...",1585705500.0,144,27,8,1,,65,349,0,0,thông_tin mới nhất về covid đà_lạt đà_lạt có 3 ca nhiễm covid trong đó 1 ca đã tử_vong lúc 4h sáng nay 2 ca còn lại đang được cách_ly chính_quyền đang lên danh_sách những người tiếp_xúc với 3 bệnh_nhân đó dự_tính số người tiếp_xúc với bệnh_nhân khoảng 500 người_bệnh nhân tử_vong bên đường đa phú 2 bệnh_nhân còn lại ở chợ đà_lạt,0.07388634979724884,0.11384010314941406,0.8122735619544983
23,7639697019491968000,"Tình_hình ở BV An_Phước có 6 người nghi nhiễm virus CORONA , đã bị nhốt cách_ly",1579771920.0,unknown,unknown,unknown,1,,16,79,0,0,tình_hình ở bv an phước có 6 người nghi nhiễm virus covid đã bị nhốt cách_ly,0.05207306891679764,0.07136094570159912,0.8765659332275391
24,6841361331252593664,Mỹ An_Tháp_Mười_Có 1 ca Nhiễm dịch ròi mọi người ơi # toang,1584861720.0,unknown,unknown,unknown,1,,12,59,1,0,mỹ an tháp_mười có 1 ca nhiễm dịch ròi mọi người ơi toang,0.9322406649589539,0.015270769596099854,0.05248860642313957
25,3385640730373467136,"Cột sóng 5G phát_tán Covid-19 gây chết người tại Anh !Theo tin từ Nextdoor , nguồn_gốc virus corona là từ_dịch vụ 5G mới được triển_khai ở Vũ_Hán và người Anh cũng đang bắt_đầu phá triệt những cột sóng 5G ở đây , tránh lây_lan bệnh_tật ..",1586274720.0,100,13,2,1,,46,238,0,0,cột sóng 5g phát_tán covid gây chết người tại anh theo tin từ nextdoor nguồn_gốc virus covid là từ_dịch vụ 5g mới được triển_khai ở vũ hán và người anh cũng đang bắt_đầu phá triệt những cột sóng 5g ở đây tránh lây_lan bệnh_tật,0.9695125222206116,0.007143189199268818,0.023344315588474274
26,-1298190701930251008,"Đồng_Nai nhiều người nhiễm virus Corona , nguy_cơ Đồng_Nai biến thành ổ dịch nCoV / Covid 19",1581629640.0,15,7,0,1,,17,92,0,0,đồng_nai nhiều người nhiễm virus covid nguy_cơ đồng_nai biến thành ổ dịch covid covid 19,0.937644898891449,0.009259691461920738,0.053095392882823944
27,1588505900203929088,Kỳ án HDH.đã tìm ra chứng_cứ ngoại_phạm cho HDH .Hải đi trả tiền cho bạn ở quoán cafe.nhân chứng là bạn HẢI và chủ quoán cafe,1589705231.0,253,119,4,1,,26,125,0,0,kỳ án hdh đã tìm ra chứng_cứ ngoại_phạm cho hdh hải đi trả tiền cho bạn ở quoán cafe nhân_chứng là bạn hải và chủ quoán cafe,0.4996333420276642,0.029209062457084656,0.47115764021873474
28,-221724758444241984,"KHẨN_CẤP : Hàng_loạt trẻ_em nhập_viện vì ngộ_độc thịt lợn có chứa thuốc an_thần Xét_nghiệm ban đâu từ các trẻ nhập_viện cho thấy các bé đều có dấu_hiệu bị ngộ_độc với chất acepromazin , đây là chất có trong thuốc an thản thường được tiêm cho heo trước khi mỏ .Hiện đã có 63 trẻ nhập_viện trong tình_trạng nguy hiếm , số_lượng các trẻ nhập_viện cấp_cứu ngày_một tăng cao .",1507125840.0,unknown,unknown,unknown,1,,69,371,0,0,khẩn_cấp hàng_loạt trẻ_em nhập_viện vì ngộ_độc thịt lợn có chứa thuốc an_thần xét_nghiệm ban đâu từ các trẻ nhập_viện cho thấy các bé đều có dấu_hiệu bị ngộ_độc với chất acepromazin đây là chất có trong thuốc an thản thường được tiêm cho heo trước khi mỏ hiện đã có 63 trẻ nhập_viện trong tình_trạng nguy hiếm số_lượng các trẻ nhập_viện cấp_cứu ngày_một tăng cao,0.974680483341217,0.008616512641310692,0.016703033819794655
29,3343565838580032000,"CHỦ_ĐỘNG CHO CORONAVIRUS LÂY_LAN Chống xâm_nhập thất_bại , chính_phủ các nước Anh , Đức "" chủ_động cho dịch Covid-19 phát_tán để tạo miễn_dịch trong cộng_đồng ( vì con virus này không nguy_hiểm ) .Ảnh chụp màn_hình từ báo .",1583918640.0,310,29,74,1,,39,223,0,0,chủ_động cho covidvirus lây_lan chống xâm_nhập thất_bại chính_phủ các nước anh đức chủ_động cho dịch covid phát_tán để tạo miễn_dịch trong cộng_đồng vì con virus này không nguy_hiểm ảnh chụp màn_hình từ báo,0.06794238835573196,0.10959277302026749,0.8224648833274841
30,-831730631711926144,"Ngoài vụ ở Thái_Nguyên tôi đã vạch_trần hôm_qua .Xin thông_báo tiếp đến mọi người chuyện lãnh_đạo huyện Yên_Phong , Bắc_Ninh cũng đang che_giấu tình_hình bệnh của nhân_viên Samsung Bắc_Ninh tên Xuân ( người tự cách_ly từ ngày 17/02 do có biểu_hiện sốt cao , khó thở và ho sau khi tiếp_xúc với ca nhiễm thứ 9 ) .Bằng_chứng là lãnh_đạo huyện Yên_Phong nói cơ_sở y_tế đã lấy máu bệnh_nhân để xét_nghiệm ( trong khi thực_ra phải lấy mẫu dịch ở đường hô_hấp để xét_nghiệm ) .",1584754140.0,501,120,91,1,,86,470,0,0,ngoài vụ ở thái_nguyên tôi đã vạch_trần hôm_qua xin thông_báo tiếp đến mọi người chuyện lãnh_đạo huyện yên_phong bắc_ninh cũng đang che_giấu tình_hình bệnh của nhân_viên samsung bắc_ninh tên xuân người tự cách_ly từ ngày 17 02 do có biểu_hiện sốt cao khó thở và ho sau khi tiếp_xúc với ca nhiễm thứ 9 bằng_chứng là lãnh_đạo huyện yên_phong nói cơ_sở y_tế đã lấy máu bệnh_nhân để xét_nghiệm trong khi thực_ra phải lấy mẫu dịch ở đường hô_hấp để xét_nghiệm,0.9737620949745178,0.005476617719978094,0.020761264488101006
31,5852278835200189440,"Một trận chiến lịch_sử .Toàn nước toàn dân Việt_Nam hãy nhớ mốc 15-04-2020 thế_giới chịu_thua nhưng chúng_ta đã thắng chiến_thắng mốc lịch_sử nầy rất quan_trọng , cả thế_giới đều phải kinh_ngạc ...",1586507820.0,20,10,0,1,,32,197,0,0,một trận chiến lịch_sử toàn nước toàn dân việt_nam hãy nhớ mốc 15 04 2020 thế_giới chịu_thua nhưng chúng_ta đã thắng chiến_thắng mốc lịch_sử nầy rất quan_trọng cả thế_giới đều phải kình_ngạc,0.004228369798511267,0.9804551005363464,0.015316520817577839
32,-602626779738980864,"Con mụ Nguyễn_H.N … , tạm_trú Trúc_Bạch , DƯƠNG_TÍNH Covid-19 .Hình_như là con gái của Chủ_tịch Thép_Việt Ý. Chắc tuần sau mã này giảm sàn cả tuần .Dân Việt tẩy_chay Thép_Việt_Ý luôn .Con ... này đi Anh từ 15/2 sau đó từ Anh qua Ý ( qua Milan ) rồi transit qua Pháp về VN ngày 2/3 .Khai_báo ko trung_thực để trốn cách_ly .Đi tung_tăng khắp HN : ( Ẻm đã đi khai_trương Uniqlo_HN , đánh golf ở Skylake , nhà bạn zai ở Hapulico , họp lớp , thăm người quen ... đủ cả rồi ) ...",1583510220.0,1243,329,128,1,,98,472,0,0,con mụ nguyễn_h n tạm_trú trúc bạch_dương tính covid hình_như là con gái của chủ_tịch thép việt ý chắc tuần sau mã này giảm sàn cả tuần dân việt tẩy_chay thép việt ý luôn con này đi anh từ 15 2 sau đó từ anh qua ý qua milan rồi transit qua pháp về việt_nam ngày 2 3 khai_báo không trung_thực để trốn cách_ly đi tung_tăng khắp hn ẻm đã đi khai_trương uniqlo hn đánh golf ở skylake nhà bạn zai ở hapulico họp lớp thăm người quen đủ cả rồi,0.9872477054595947,0.004555295221507549,0.008197037503123283
33,3332426687098235904,"COVID-19 KHÔNG LÂY_NHIỄM Ở BẮC KINH VÀ THƯỢNG HẢI Ngày 26/3 , vi-rút corona từ Vũ_Hán đã lây_lan toàn thế_giới nhưng không lây_nhiễm ở Bắc_Kinh và Thượng_Hải .",1586779920.0,418,18,29,1,,28,159,0,0,covid không lây_nhiễm ở bắc kinh và thượng hải ngày 26 3 vi_rút covid từ vũ hán đã lây_lan toàn thế_giới nhưng không lây_nhiễm ở bắc kinh và thượng_hải,0.029515312984585762,0.2106696218252182,0.7598150968551636
34,-4878386721833936896,"Ăn trứng , cúng_bái , xua_đuổi tà_ma chống được dịch Corona .Tỉnh YueNan_Trung_Quốc vì sùng_đạo nên tỷ_lệ tử thấp hẳn .Đây là bí_quyết từ sư thấy Đạt_Ma_Linh_Phúc .Xin gửi đến các bạn .Nam_mô .",1582025940.0,111,20,10,1,,34,193,0,0,ăn trứng cúng_bái xua_đuổi tà_ma chống được dịch covid tỉnh yuenan trung_quốc vì sùng_đạo nên tỷ_lệ tử thấp hẳn đây là bí_quyết từ sư thấy đạt ma linh phúc xin gửi đến các bạn nam_mô,0.050784237682819366,0.7043898701667786,0.2448258399963379
35,-5896774743999751168,"Đồ uống nóng chống lại virus Vũ_Hán .Thức uống nóng , nhiệt_độ ấm hơn có_thể bảo_vệ mọi người khỏi virus Vũ_Hán .",1586926500.0,298,10,28,1,,22,113,0,0,đồ uống nóng chống lại virus vũ hán thức uống nóng nhiệt_độ ấm hơn có_thể bảo_vệ mọi người khỏi virus vũ hán,0.13910886645317078,0.31048116087913513,0.5504099130630493
36,2949245559479199232,"Ngày hôm_qua gia_đình mình có ra chợ Thới_Bình , Cà_Mau mua 1 bao gạo 50kg .Khi về nhà hạt gạo vẫn trắng_tinh .Để sau 1 đêm hạt gạo lại chuyển sang màu vàng .Hạt gạo rất dài , dài hơn hạt gạo bình_thường .Khi nấu cơm hạt gạo không nở ra giống gạo bình_thường mà chỉ dẻo thôi .Chiều dài bất_thường .Đốt có mùi khét .Có_thể đây là gạo giả .Bà_con lưu_ý khi mua gạo về nấu cơm nhé .",1499075340.0,unknown,unknown,unknown,1,,80,379,0,0,ngày hôm_qua gia_đình mình có ra chợ thới_bình cà_mau mua 1 bao gạo 50kg khi về nhà hạt gạo vẫn trắng_tinh để sau 1 đêm hạt gạo lại chuyển sang màu vàng hạt gạo rất dài_dài hơn hạt gạo bình_thường khi nấu cơm hạt gạo không nở ra giống gạo bình_thường mà chỉ dẻo thôi chiều dài bất_thường đốt có mùi khét có_thể đây là gạo giả bà_con lưu_ý khi mua gạo về nấu cơm nhé,0.978925347328186,0.0047378744930028915,0.016336729750037193
37,-1219520846738450944,"Chuyến bay "" nhân_đạo "" đưa người Ucraina về nước đã cất_cánh , với "" sự tài_trợ "" của VinGroup và thực_hiện bởi Vietnam_Airlines .Thật_ra chuyện này đã được mưu_tính trước , muốn được lên máy_bay đã phải ký thoả_thuận giữ bí_mật về việc hành_khách sau khi hạ_cánh phải hoặc đăng bài cảm_ơn hoặc hứa tiếp_tục sử_dụng dịch_vụ của 2 doanh_nghiệp này .Trên đời làm gì có bữa ăn miễn_phí ...",1585465320.0,602,96,76,1,,71,387,0,0,chuyến bay nhân_đạo đưa người ucraina về nước đã cất_cánh với sự tài_trợ của vingroup và thực_hiện bởi vietnam airlines thật_ra chuyện này đã được mưu_tính trước muốn được lên máy_bay đã phải ký thoả_thuận giữ bí_mật về việc hành_khách sau khi hạ_cánh phải hoặc đăng bài cảm_ơn hoặc hứa tiếp_tục sử_dụng dịch_vụ của 2 doanh_nghiệp này trên đời làm gì có bữa ăn miễn_phí,0.06243952736258507,0.48986104130744934,0.4476994276046753
38,-3731793674362771968,"Phó Chủ_tịch Thường_trực UBND TPHCM Lê_Thanh_Liêm nói rằng “ … từ sáng tới giờ có tổng_cộng hơn 43.000 ca , trong đó có hơn 100 ca tử_vong , nâng số tử_vong là hơn 1.000 ca … ” .Thông_tin thực_từ TPHCM .TPHCM đang ém dịch , giấu dịch .Video đã đăng đầy_đủ đoạn hội_thoại , cũng đã xác_nhận tính xác_thực .",1585559940.0,16,1 comment,0,1,,60,305,0,0,phó chủ_tịch thường_trực ubnd thành_phố hồ_chí_minh lê_thanh_liêm nói rằng từ sáng tới giờ có tổng_cộng hơn 43 0 ca trong đó có hơn 100 ca tử_vong nâng số tử_vong là hơn 1 0 ca thông_tin thực_từ thành_phố hồ_chí_minh thành_phố hồ_chí_minh đang ém dịch giấu dịch video đã đăng đầy_đủ đoạn hội_thoại cũng đã xác_nhận tính xác_thực,0.9852441549301147,0.004743293393403292,0.010012567974627018
39,-6161463847356101632,"Lô thuốc chữa bệnh viêm phổi Virus Vũ_Hán đầu_tiên xuất_xưởng .Công_ty Moderna_Therapeutics ( Mỹ ) đã thử_nghiệm thành_công trên người , đã được cấp phép và xuất_xưởng vắc-xin chống virus Vũ_Hán .",1584429600.0,227,14,45,1,,32,196,0,0,lô thuốc chữa bệnh viêm phổi virus vũ hán đầu_tiên xuất_xưởng công_ty moderna therapeutics mỹ đã thử_nghiệm thành_công trên người đã được cấp phép và xuất_xưởng vắc_xin chống virus vũ hán,0.008433345705270767,0.9335557222366333,0.05801091715693474
