,preprocess,label,NEG,POS,NEU,num_word,num_char,num_hashtag,num_url,num_like_post,num_comment_post,num_share_post,hour,weekday,day,month,year
28,ngoài vụ ở thái_nguyên tôi đã vạch_trần hôm_qua xin thông_báo tiếp đến mọi người chuyện lãnh_đạo huyện yên_phong bắc_ninh cũng đang che_giấu tình_hình bệnh của nhân_viên samsung bắc_ninh tên xuân người tự cách_ly từ ngày 17 02 do có biểu_hiện sốt cao khó thở và ho sau khi tiếp_xúc với ca nhiễm thứ 9 bằng_chứng là lãnh_đạo huyện yên_phong nói cơ_sở y_tế đã lấy máu bệnh_nhân để xét_nghiệm trong khi thực_ra phải lấy mẫu dịch ở đường hô_hấp để xét_nghiệm,1,0.9737620949745178,0.005476617719978,0.020761264488101,86,470,0,0,501.0,120.0,91.0,1,5,21,3,2020
29,một trận chiến lịch_sử toàn nước toàn dân việt_nam hãy nhớ mốc 15 04 2020 thế_giới chịu_thua nhưng chúng_ta đã thắng chiến_thắng mốc lịch_sử nầy rất quan_trọng cả thế_giới đều phải kình_ngạc,1,0.0042283697985112,0.9804551005363464,0.0153165208175778,32,197,0,0,20.0,10.0,0.0,8,4,10,4,2020
30,con mụ nguyễn_h n tạm_trú trúc bạch_dương tính covid hình_như là con gái của chủ_tịch thép việt ý chắc tuần sau mã này giảm sàn cả tuần dân việt tẩy_chay thép việt ý luôn con này đi anh từ 15 2 sau đó từ anh qua ý qua milan rồi transit qua pháp về việt_nam ngày 2 3 khai_báo không trung_thực để trốn cách_ly đi tung_tăng khắp hn ẻm đã đi khai_trương uniqlo hn đánh golf ở skylake nhà bạn zai ở hapulico họp lớp thăm người quen đủ cả rồi,1,0.9872477054595948,0.0045552952215075,0.0081970375031232,98,472,0,0,1243.0,329.0,128.0,15,4,6,3,2020
31,covid không lây_nhiễm ở bắc kinh và thượng hải ngày 26 3 vi_rút covid từ vũ hán đã lây_lan toàn thế_giới nhưng không lây_nhiễm ở bắc kinh và thượng_hải,1,0.0295153129845857,0.2106696218252182,0.7598150968551636,28,159,0,0,418.0,18.0,29.0,12,0,13,4,2020
32,ăn trứng cúng_bái xua_đuổi tà_ma chống được dịch covid tỉnh yuenan trung_quốc vì sùng_đạo nên tỷ_lệ tử thấp hẳn đây là bí_quyết từ sư thấy đạt ma linh phúc xin gửi đến các bạn nam_mô,1,0.0507842376828193,0.7043898701667786,0.2448258399963379,34,193,0,0,111.0,20.0,10.0,11,1,18,2,2020
33,đồ uống nóng chống lại virus vũ hán thức uống nóng nhiệt_độ ấm hơn có_thể bảo_vệ mọi người khỏi virus vũ hán,1,0.1391088664531707,0.3104811608791351,0.5504099130630493,22,113,0,0,298.0,10.0,28.0,4,2,15,4,2020
34,ngày hôm_qua gia_đình mình có ra chợ thới_bình cà_mau mua 1 bao gạo 50kg khi về nhà hạt gạo vẫn trắng_tinh để sau 1 đêm hạt gạo lại chuyển sang màu vàng hạt gạo rất dài_dài hơn hạt gạo bình_thường khi nấu cơm hạt gạo không nở ra giống gạo bình_thường mà chỉ dẻo thôi chiều dài bất_thường đốt có mùi khét có_thể đây là gạo giả bà_con lưu_ý khi mua gạo về nấu cơm nhé,1,0.978925347328186,0.0047378744930028,0.0163367297500371,80,379,0,0,1885.0152101056974,123.70842767295598,475.3860955927995,9,0,3,7,2017
35,chuyến bay nhân_đạo đưa người ucraina về nước đã cất_cánh với sự tài_trợ của vingroup và thực_hiện bởi vietnam airlines thật_ra chuyện này đã được mưu_tính trước muốn được lên máy_bay đã phải ký thoả_thuận giữ bí_mật về việc hành_khách sau khi hạ_cánh phải hoặc đăng bài cảm_ơn hoặc hứa tiếp_tục sử_dụng dịch_vụ của 2 doanh_nghiệp này trên đời làm gì có bữa ăn miễn_phí,1,0.062439527362585,0.4898610413074493,0.4476994276046753,71,387,0,0,602.0,96.0,76.0,7,6,29,3,2020
36,phó chủ_tịch thường_trực ubnd thành_phố hồ_chí_minh lê_thanh_liêm nói rằng từ sáng tới giờ có tổng_cộng hơn 43 0 ca trong đó có hơn 100 ca tử_vong nâng số tử_vong là hơn 1 0 ca thông_tin thực_từ thành_phố hồ_chí_minh thành_phố hồ_chí_minh đang ém dịch giấu dịch video đã đăng đầy_đủ đoạn hội_thoại cũng đã xác_nhận tính xác_thực,1,0.9852441549301147,0.0047432933934032,0.010012567974627,60,305,0,0,16.0,1.0,0.0,9,0,30,3,2020
37,lô thuốc chữa bệnh viêm phổi virus vũ hán đầu_tiên xuất_xưởng công_ty moderna therapeutics mỹ đã thử_nghiệm thành_công trên người đã được cấp phép và xuất_xưởng vắc_xin chống virus vũ hán,1,0.0084333457052707,0.9335557222366332,0.0580109171569347,32,196,0,0,227.0,14.0,45.0,7,1,17,3,2020
38,toang rồi à tĩnh ạ nghe nói em_trai sốt cách_ly nựa ai mà đi đám_cưới ở tầng 1 bmc ngày 1 3 thì có lẹ tự_giác đi kiểm_tra cấy cho xã_hội an_toàn chơ một đám_cưới mấy trăm khách xong còn về tiếp_xúc với biết_bao_nhiêu người nựa nhanh lắm,1,0.0356757827103138,0.3611175119876861,0.6032066941261292,46,239,0,0,290.0,13.0,32.0,14,1,3,3,2020
39,vừa tới cô bán thuốc bảo các bác_sĩ thái_lan chế_tạo ra được thuốc kháng_sinh virut covid nghe mừng hết lớn,1,0.0056364750489592,0.970934510231018,0.0234290137887001,21,110,0,0,1885.0152101056974,123.70842767295598,475.3860955927995,0,5,15,8,2020
40,còn 35 thẻ khảng khuẩn diệt virus covid mình bán giá 280 0 đồng thẻ nếu người mua với số_lượng nhiều mình sẽ giảm_giá còn 250 0 đồng sl có_hạn thôi nên ai nhanh thì mình đưa cũng lo cho sức_khoẻ mọi người hoà_vốn thôi,1,0.9828000068664552,0.0058096512220799,0.0113903004676103,48,234,0,0,418.0,18.0,29.0,11,6,23,2,2020
41,cả nhà ơi mẹ em vừa gọi bảo trên quê em có một bà chị đẻ con ra đứa bé đã biết nói đứa bé có nói là nếu thế_giới này nhà nào không luộc trứng ăn thì sẽ chết hết mỗi người ăn một quả trứng luộc sẽ thoát kiếp nạn này,1,0.0845478773117065,0.1302224844694137,0.7852296233177185,57,222,0,0,1885.0152101056974,123.70842767295598,475.3860955927995,4,3,6,2,2020
42,tóm_tắt vụ án giết người cướp tài_sản bưu_cục cầu voi hung_thủ bưu_cục cầu voi đi xe_máy để tóc 2 mái có quen nhân_viên bưu_cục có cầm_đồ có thiếu nợ nhân_chứng không biết mặt hồ duy hải vật_chứng dao thớt có vết máu bị tiêu_huỷ không lý_do vật_chứng thay_thế dao thớt mua ngoài chợ vân tay không có dấu vân tay hồ duy hải vết máu tại hiện_trường 4 tháng sau mới giám_định khi máu đã phân_huỷ không xác_định được kết_quả với những căn_cứ trên có_thể buộc_tội hồ duy hải được không lời khai nhận tội của bị_can bị_cáo không phải là cơ_sở duy_nhất để buộc_tội mà phải phù_hợp với những chứng_cứ vật_chất khác mà ở đây cơ_quan điều_tra lạ không thu_thập đủ để chứng_minh hồ duy hải thực_hiện hành_vi theo facebook hoàng linh,1,0.1096066385507583,0.0358763225376606,0.8545169830322266,144,771,0,0,21.0,1.0,0.0,3,0,11,5,2020
43,mọi người cẩn_thận covid nhé bạc_liêu mình có ca ngủm rồi đang ém không không cho công_bố ghê chưa,1,0.0381586104631423,0.3226906955242157,0.6391507387161255,25,110,0,0,375.0,29.0,62.0,10,0,16,3,2020
44,tin từ phó chủ_tịch ubnd thành_phố hồ_chí_minh lê_thanh_liêm tp hồ_chí_minh mắc 430 ca covid tử_vong hơn 10 ca,1,0.5459219217300415,0.0425729714334011,0.4115051031112671,19,106,0,0,13.0,5.0,0.0,9,0,30,3,2020
45,cov 19 về đến hồng_lĩnh rồi bà_con ơi hiện đang cách_ly mười mấy người ở trường lái hồng_lĩnh bà_con hạn_chế đi_lại nhé,1,0.9669122695922852,0.0065916809253394,0.0264960285276174,22,122,0,0,245.0,30.0,24.0,8,6,8,3,2020
46,người hàn_quốc chết bên vệ đường ở bắc_ninh do covid,1,0.0559975802898407,0.0398311987519264,0.9041712880134584,11,57,0,0,17.0,2.0,0.0,19,2,26,2,2020
47,từ ngày có dịch virus anh xã nhà e chưa bao_giờ lên_tiếng hoặc nói về dịch này hôm_nay xem tin_tức của 1 trường đại_học lớn ở bên ấn_độ chuyên nghiên_cứu về các loại virus đã nghiên_cứu ra loại virus từ đâu mà có thật_sự là không muốn tin và mong là không phải sự_thật virus này không phải là 1 loại virus cảm cúm hoặc như h5n1 hoặc đơn_giản các dịch khác hoặc do tự_nhiên mà có nghiên_cứu cho thấy virus có cấu_trúc giống của hiv căn_bệnh thế_kỷ và nếu ai bị nhiễm phải cúm này có_thể khỏi n hưng sẽ lại bị nhiễm tái lại hiện_tại chưa có thuốc chữa được virus này là do con_người nghiên_cứu ra và bị phát_tán tại trung_quốc chỉ cân 1 giọt nhỏ vào nước và xịt ra không_khí là người quanh đó bị nhiễm dần_dần rồi ai mà bị ở việt_nam mà bao chữa khỏi rồi thì cũng_nên cách_li cho bản_thân và mọi người xùng quanh nhé nó kinh_khủng lắm ạ không dám ra khỏi nhà nữa luôn mặc_dù đã phòng_bị đủ thứ trên người không đùa và mạnh_miệng được điều gì đâu ạ thực_sự không_thể chủ_quan được đâu mọi người hạn_chế được việc gì thì hạn_chế nhé e không dám đăng tin_tức linh_tính đâu nhưng đây là tin_tức xác_thực e sẽ tải video lên cho mọi người xem xem thêm,1,0.7863133549690247,0.0499812960624694,0.1637053340673446,246,1148,0,0,88.0,19.0,28.0,3,4,7,2,2020
48,lô thuốc đầu_tiên chữa khỏi bệnh viêm phổi virus covid đã được cấp phép và xuất_xưởng,1,0.006128842011094,0.906990885734558,0.0868802741169929,17,88,0,0,12.0,1.0,0.0,14,2,18,3,2020
49,tại vũ hán một gia_tộc hơn 70 người không ai bị nhiễm covid 19 nhờ 1 sử_dụng nước ấm để uống và có chất kháng khuẩn tăng sức đề_kháng 2 giữ cho cổ_họng không bị khô và thường_xuyên xúc miệng bằng nước muối vì covid 19 thường ở trong cổ_họng 4 5 ngày mới phát_tán,1,0.0117690786719322,0.918695032596588,0.0695358589291572,56,270,0,0,77.0,12.0,8.0,19,0,30,3,2020
50,đêm nay nhà_nước mình phun thuốc ngừa dịch cúm covid trên bầu_trời toàn_quốc nên mọi người hãy chia_sẻ cho nhau không nên ra đường trong cung giờ từ 4 7h3 0 sáng_mai 1 2 2020 nếu có việc phải ra đường thì nên đeo khẩu_trang,1,0.0972627773880958,0.0887281745672226,0.8140090107917786,45,224,0,0,1885.0152101056974,123.70842767295598,475.3860955927995,6,4,31,1,2020
51,vũ_khí của thế_kỷ 21 tân_tiến đến mức nào đất_nước có kế_hoạch thâm_sâu nhất trên thế_giới không đâu khác chính là trung_quốc nước láng_giềng ta_đây từ giữa năm 2019 trung_quốc đã nghiên_cứu thử_nghiệm phát_triển virus sars cov 2 điều này đã được kiểm_chứng bởi các tờ báo_quốc_tế lớn như bbc mỹ abc úc hay các bác_sĩ y_học hàng_đầu như giáo_sư đạt giải nobel người nhật không biết kế_hoạch của trung_quốc đã đạt đến giai_đoạn nào nhưng hiệu_quả của nó đã được chứng_thực mang tầm vũ_khí siêu_việt nhất thế_kỷ 21,1,0.0045979176647961,0.9851565361022948,0.0102455411106348,95,532,0,0,190.0,22.0,4.0,14,5,21,3,2020
52,sơn tùng mtp đã qua_đời vào 13h ngày 13 3 2015 trước thông_tin sơn tùng m tp qua_đời hàng vạn tiếng khóc thảm_thiết từ khắp_nơi đổ về,1,0.9662450551986694,0.0158499162644147,0.0179050285369157,23,137,0,0,1885.0152101056974,123.70842767295598,475.3860955927995,3,4,13,3,2015
53,chị_gái nhung là nguyễn_hồng nga dương_tính với covid 19 và đã bay về nước cả nước đón_chào chị,1,0.0186838693916797,0.9177676439285278,0.0635484904050827,20,102,0,0,92.0,12.0,1.0,6,5,7,3,2020
54,người đàn_ông hồi_giáo tươi_cười khi nhà_thờ đức_bà cháy 9h29 sơ_tán khỏi nhà_thờ đức_bà paris,1,0.0270688496530056,0.1814642250537872,0.7914669513702393,17,100,0,0,82.0,13.0,1.0,15,2,15,4,2020
55,uống cồn công_nghiệp có_thể giết chết covid người_dân iran và anh đã thực_hiện thành_công,1,0.0315562188625335,0.110399954020977,0.8580438494682312,17,99,0,0,96.0,10.0,2.0,12,3,12,3,2020
56,vô_cùng quan_trọng cẩm_nang chữa virus covid và chủng mới nếu bạn lỡ bị nhiễm 1 uống nước ấm luôn_luôn ấm 2 uống thuốc sốt_rét 3 súc miệng nước muối 30 phút một lần 4 đóng kín cửa tránh gió xức dầu lên tạm huyệt vị quan_trọng dần_dần sau 2 ngày sẽ đỡ nhưng đăck biệt kiêng gió,1,0.0057471166364848,0.9758434891700744,0.0184094328433275,63,293,0,0,4.0,5.0,0.0,7,5,7,3,2020
57,chính_phủ anh quốc ngừng tài_trợ cho who sau khi tổng_thống mỹ quyết_định đóng_băng đóng_góp cho tổ_chức y_tế thế_giới who nhiều người dùng mạng xã_hội đăng_tải thông_tin cho rằng chính_phủ anh quốc cũng đã quyết_định ngưng tài_trợ cho tổ_chức này vui quá thêm một quốc_gia đồng_hành để cùng dạy cho who một bài_học mong có nhiều nước đồng_hành để đánh tan khối_u nhọt cs đang thao_túng who,1,0.9206804633140564,0.036045629531145,0.0432738587260246,70,401,0,0,908.0,101.0,364.0,15,3,16,4,2020
58,ngay cả khí_vị rút xâm_nhập vào miệng bạn nước uống hoặc các chất_lỏng khác sẽ quét chúng xuống qua thực_quản và vào dạ_dày khi đã ở trong bụng acid dạ_dày của bạn sẽ tiêu_diệt tất_cả virus,1,0.0667959302663803,0.5188358426094055,0.4143682420253753,37,197,0,0,17.0,2.0,1.0,16,5,29,2,2020
59,ở ý khoa chăm_sóc đặc_biệt đầy các bệnh_nhân trẻ tuổi thật buồn vì ý đã là một quốc_gia già nhưng người trẻ do tiệc_tùng quá_trớn nên bị nhiễm covid rất nhiều không biết hết dịch rồi thì dân_số ý còn lệch thế_nào nữa,1,0.4547432661056518,0.0623626001179218,0.482894092798233,45,223,0,0,128.0,9.0,2.0,2,2,6,5,2020
60,gs luc montagnier nhà_khoa_học đoạt giải nobel y_học 2008 vừa công_bố kết_quả nghiên_cứu của về virus vũ hán và khẳng_định chắc_chắn là nhân_tạo điều này báo_chí đã dẫn tin search google ra hàng đống thôi bây_giờ sự_thật đã rõ rồi nhé,1,0.8585746884346008,0.0275609754025936,0.1138644143939018,43,244,0,0,366.0,34.0,32.0,13,1,28,4,2020
61,chợ_rẫy tp hồ_chí_minh vừa xác_nhận tin có 33 người chết do dịch_bệnh covid,1,0.987705647945404,0.0048240553587675,0.007470229640603,16,77,0,0,23.0,6.0,0.0,13,1,18,2,2020
62,toàn_bộ công_an phường phạm ngũ lão quận 1 bị cách_ly chuyến này cô vy viếng cán_bộ công_an hơi bị nhiều,1,0.0521819218993186,0.046069074422121,0.9017489552497864,23,116,0,0,828.0,79.0,34.0,4,6,22,3,2020
63,thông_báo nhà_máy samsung thái_nguyên đang che_giấu việc nhân_viên phạm văn hưng có biểu_hiện nhiễm covid khi họ không thông_báo sự_việc với chính_quyền địa_phương chỉ âm_thầm ép anh hưng về nhà để theo_dõi việc này đang đe_doạ tính_mạng hàng trăm_nghìn công_nhân và gia_đình,1,0.9832705855369568,0.0047827824018895,0.011946527287364,44,282,0,0,309.0,58.0,51.0,12,4,20,3,2020
64,covid làm chết 3 người ở miền tây thuộc 2 tỉnh la với tg trong thời_gian tết_nguyên_đán nhưng bưng_bít không cho báo đăng tin hay không thì tuỳ,1,0.9475523233413696,0.0083789797499775,0.044068731367588,29,140,0,0,1885.0152101056974,123.70842767295598,475.3860955927995,3,1,17,3,2020
65,theo 1 thống_kê không chính_thức 95 hộ cận nghèo là vì ở gần hộ nghèo chứ bản_thân họ không có nghèo,1,0.0454786606132984,0.0642805099487304,0.8902408480644226,23,99,0,0,44.0,3.0,0.0,15,2,20,5,2020
66,33 người chết ở bệnh_viện chợ_rẫy vì virus covid thông_tin từ anh bạn làm bác_sĩ và khuyên người nghe không nên ra đường trữ thực_phẩm vì khoảng 1 tuần 10 ngày nữa sẽ phát dịch,1,0.945755660533905,0.0164111256599426,0.0378331802785396,38,185,0,0,58.0,0.0,11.0,14,0,3,2,2020
67,kết_quả thăm_dò cho thấy 96 cho rằng trên 100 0 người ở việt_nam đã nhiễm_bệnh vậy theo các bạn có trên 300 ngàn người không bấm số 1 là có số 2 là không,1,0.8165785670280457,0.0196500327438116,0.1637713760137558,33,152,0,0,75.0,27.0,3.0,6,2,26,2,2020
